Measurement Name :,Meas-641,,Generated On :,"13/11/2023, 18:11:48",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
13.11.23 17:25:55,25.08,249.8,234.94,226.68,194.34,240.07,231.75,221.96,212.32,238.14,238.46,236.86,187.76,197.65,232.7,220.08,205.56,193.14,211.39,230.48,196.75,220.08,204.03,227.63,221.33,,27,965,36,27.51,
13.11.23 17:26:10,25.33,251.11,235.9,223.22,194.34,236.86,231.43,219.15,210.16,239.43,240.07,233.34,187.16,196.14,233.02,220.4,208.31,197.96,208.93,228.89,197.05,233.34,204.33,229.53,216.34,,27,965,36,27.53,
13.11.23 17:26:25,25.58,249.8,234.94,225.1,194.64,239.43,233.98,218.83,210.77,239.43,237.18,234.3,187.76,199.17,235.9,222.59,206.78,192.24,209.23,230.48,193.44,239.75,202.5,229.84,220.4,,27,965,36,27.54,
13.11.23 17:26:41,25.85,252.75,234.62,224.79,192.84,234.94,232.07,219.77,212.63,240.39,236.22,235.58,187.76,197.35,233.02,221.33,208.62,195.84,210.16,228.58,194.04,231.11,205.56,230.8,217.28,,27,965,36,27.54,
13.11.23 17:26:56,26.1,252.75,234.3,226.68,194.34,237.5,234.94,219.77,210.47,235.58,237.82,234.62,188.65,202.2,232.07,222.9,208.31,194.34,210.77,231.75,192.24,228.89,204.03,229.53,221.02,,27,965,36,27.55,
13.11.23 17:27:11,26.35,254.72,237.18,226.36,194.64,240.39,236.86,218.21,210.77,238.78,237.18,237.18,188.06,203.11,231.11,223.84,210.47,191.34,210.77,230.48,192.54,228.89,199.77,231.43,221.33,,27,965,36,27.57,
13.11.23 17:27:26,26.6,252.09,235.58,224.79,194.04,235.9,236.22,219.15,209.85,235.9,239.1,235.26,185.98,198.26,234.3,217.9,208.01,193.74,208.31,228.58,194.94,233.66,204.64,229.53,216.34,,27,965,36,27.58,
13.11.23 17:27:41,26.85,253.4,234.3,223.53,195.24,236.54,232.7,218.52,210.77,237.18,236.22,235.58,185.38,197.96,233.66,221.65,205.86,194.34,209.23,230.16,195.54,222.27,199.47,232.07,221.33,,27,965,36,27.57,
13.11.23 17:27:56,27.1,252.75,235.26,225.1,194.64,236.54,233.02,221.02,211.39,241.68,240.07,237.5,188.95,196.14,230.16,221.02,208.31,196.75,209.54,235.26,194.64,228.89,199.77,231.11,220.4,,27,965,36,27.6,
13.11.23 17:28:11,27.35,254.06,232.07,225.1,194.04,238.78,234.3,220.71,208.62,237.82,237.5,234.62,187.76,195.24,233.34,225.1,206.78,193.74,209.54,232.07,191.64,235.58,202.81,231.75,219.15,,27,965,36,27.6,
13.11.23 17:28:26,27.6,252.09,233.98,224.47,193.74,236.86,238.78,217.9,212.01,237.82,239.1,235.58,189.55,199.47,233.98,224.79,204.64,192.54,208.93,232.7,193.44,233.34,204.33,230.48,216.65,,27,965,36,27.61,
13.11.23 17:28:41,27.85,253.73,231.75,224.79,195.54,235.58,236.86,218.83,211.08,239.43,242.65,236.54,188.65,193.14,232.07,219.46,203.72,189.84,210.16,229.21,194.04,233.34,199.77,227.63,221.02,,27,965,36,27.61,
13.11.23 17:28:56,28.1,250.78,234.3,221.33,193.74,236.54,231.11,215.72,211.7,241.36,238.78,233.66,188.65,191.94,231.11,218.83,205.86,190.74,210.47,231.43,193.74,224.47,197.96,228.89,222.27,,27,965,36,27.63,
13.11.23 17:29:11,28.35,252.09,233.34,222.59,196.14,235.9,234.62,219.77,210.47,236.54,238.46,236.54,191.34,195.54,234.3,221.96,204.03,192.54,208.93,233.02,190.44,240.07,204.33,228.89,218.83,,27,965,36,27.64,
13.11.23 17:29:26,28.6,254.06,232.7,223.84,195.54,239.75,234.3,220.08,209.54,239.1,240.39,234.62,192.24,194.34,233.34,222.9,206.47,192.54,208.93,228.89,191.34,224.79,198.56,231.11,217.28,,27,965,36,27.65,
13.11.23 17:29:41,28.85,254.06,232.7,224.47,198.56,236.86,236.22,216.65,210.77,235.9,241.36,236.22,193.14,194.04,235.26,221.33,205.25,190.44,208.93,228.26,192.24,222.9,204.33,232.7,220.08,,27,965,36,27.65,
13.11.23 17:29:56,29.1,256.7,230.48,225.1,197.35,237.82,234.3,218.83,209.85,241.04,238.46,232.7,191.64,192.24,232.39,219.46,204.33,188.95,208.93,226.68,188.35,218.52,201.29,232.7,217.28,,27,965,36,27.65,
13.11.23 17:40:56,40.1,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,No Sensor,,27,965,36,27.64,
13.11.23 17:41:11,40.35,251.44,220.4,223.22,194.34,224.16,229.21,204.33,198.26,236.22,236.86,229.53,178.01,203.11,216.34,222.59,166.39,168.4,179.77,196.45,180.95,187.76,180.36,200.68,199.17,,27,965,36,27.68,
13.11.23 17:41:26,40.6,No Sensor,> 707.6 µmol,No Sensor,183.61,615.6,0,214.79,378.91,233.34,313.48,169.27,204.03,314.92,238.46,203.11,189.84,186.27,224.47,215.41,190.14,202.81,207.7,218.21,210.16,,27,965,36,27.71,
13.11.23 17:41:41,40.85,250.13,208.31,200.07,181.24,236.86,230.48,214.48,182.72,238.46,214.17,216.34,159.79,217.28,215.72,208.93,173.34,170.72,189.84,203.11,178.6,200.98,169.85,227.63,207.39,,27,965,36,27.72,
13.11.23 17:41:56,41.1,233.66,212.63,208.93,179.48,216.34,228.89,203.72,202.81,226.05,228.89,230.16,177.13,212.32,220.71,196.75,182.72,172.17,191.34,227.31,180.65,191.04,181.54,222.27,202.2,,27,965,36,27.76,
13.11.23 17:42:11,41.35,245.57,231.11,231.75,200.98,228.26,236.22,202.5,214.48,233.66,253.08,250.13,186.57,221.65,250.45,227.94,196.45,197.65,209.23,217.28,191.94,222.9,203.72,233.34,214.79,,27,965,36,27.79,
13.11.23 17:42:26,41.6,240.39,229.21,200.98,185.68,235.9,225.73,215.41,204.64,227.94,270.03,221.33,186.87,220.4,197.65,212.63,191.04,169.27,184.49,227.94,187.46,204.64,185.09,220.08,233.98,,27,965,36,27.82,
13.11.23 17:42:41,41.85,248.82,215.72,196.45,175.67,217.59,239.43,172.75,183.31,227.63,186.27,204.33,163.8,211.08,207.39,200.98,197.35,173.92,180.07,205.56,159.79,207.39,180.65,210.16,203.11,,27,965,36,27.85,
13.11.23 17:42:56,42.1,283.29,248.82,207.7,203.72,242.97,211.7,236.22,195.84,245.89,202.81,230.16,151.29,234.3,211.39,134.62,206.78,185.38,203.72,241.68,171.88,206.47,187.76,245.24,206.47,,27,965,36,27.88,
13.11.23 17:43:11,42.35,277.14,208.93,195.24,160.08,223.53,221.96,197.96,190.74,225.1,236.54,220.4,143.46,186.27,193.74,173.04,173.34,154.4,194.04,208.93,183.01,212.93,189.84,188.65,198.56,,27,965,36,27.9,
13.11.23 17:43:26,42.6,243.95,208.01,325.79,172.75,248.17,229.84,221.02,207.09,221.33,201.29,242.65,163.51,194.34,255.05,176.84,166.96,175.08,188.65,253.73,166.1,197.96,140.41,226.36,218.52,,27,965,36,27.93,
13.11.23 17:43:42,42.87,223.22,233.02,177.13,177.42,208.01,226.36,211.7,172.46,223.53,196.14,214.48,159.51,214.48,213.86,216.34,203.72,151.58,212.01,225.73,190.74,249.8,190.44,231.75,205.56,,27,965,36,27.94,
13.11.23 17:43:57,43.12,206.78,231.43,200.07,218.83,207.09,232.39,194.34,224.47,228.26,239.43,228.89,158.94,219.15,221.33,199.77,206.47,167.54,226.05,154.68,221.65,214.79,187.16,213.24,231.11,,27,965,36,27.97,
13.11.23 17:44:12,43.37,277.48,258.35,199.47,220.71,243.3,267.35,229.84,217.28,272.73,260.67,230.8,187.76,216.65,235.26,173.34,208.93,164.95,175.38,164.95,190.14,271.04,188.06,242.33,197.65,,27,965,36,28,
13.11.23 17:44:27,43.62,265.67,266.34,199.17,267.01,188.06,287.77,238.14,125.9,254.39,179.48,231.11,179.18,244.27,215.1,229.21,260.01,175.96,188.65,196.75,166.67,193.74,194.94,187.76,193.44,,27,965,36,28.04,
13.11.23 17:44:42,43.87,201.9,251.76,224.47,206.78,226.05,261.67,219.77,182.13,260.67,244.27,235.9,258.35,197.96,260.01,243.95,217.9,211.08,204.33,248.17,195.24,196.14,221.96,239.75,226.36,,27,965,36,28.04,
13.11.23 17:44:57,44.12,254.72,212.32,168.4,101.99,259.68,244.59,181.83,140.41,256.37,213.24,191.94,180.95,242.97,163.8,213.24,162.94,172.17,189.25,179.77,203.11,167.25,209.54,197.96,178.6,,27,965,36,28.08,
13.11.23 17:45:12,44.37,247.19,266.34,245.57,178.89,294.37,227.63,242.33,167.25,297.87,260.67,210.47,110.39,230.16,252.42,218.21,227.94,201.29,219.15,207.09,114.9,253.08,210.77,221.33,137.37,,27,965,36,28.11,
13.11.23 17:45:27,44.62,215.41,232.7,283.64,129.7,271.72,197.65,213.24,223.53,252.75,237.82,211.39,129.16,277.48,243.62,225.42,198.86,160.36,175.08,193.74,218.83,227.63,158.08,249.8,227.63,,27,965,36,28.14,
13.11.23 17:45:42,44.87,261,235.9,225.73,202.5,248.17,214.17,174.21,219.46,212.32,229.84,239.43,261,201.9,237.5,179.77,186.27,177.13,222.9,262.67,199.77,195.54,186.87,168.98,183.31,,27,965,36,28.16,
13.11.23 17:45:57,45.12,258.02,220.4,230.16,181.24,231.75,223.53,198.26,171.3,254.06,303.15,251.76,182.72,212.32,238.46,230.48,184.79,227.31,216.34,227.94,177.72,242.65,165.81,198.86,218.21,,27,965,36,28.18,
13.11.23 17:46:12,45.37,262,239.1,183.9,206.78,250.45,196.14,153.83,230.16,218.83,275.78,251.11,112.24,243.62,170.14,210.16,166.1,154.4,149.89,194.04,191.04,219.15,115.43,200.07,166.39,,27,965,36,28.21,
13.11.23 17:46:27,45.62,218.21,256.37,250.78,158.37,213.55,232.7,265.34,195.54,252.75,164.66,199.17,172.46,237.5,300.33,235.58,192.54,184.49,170.43,241.68,173.63,207.7,168.4,249.8,200.07,,27,965,36,28.24,
13.11.23 17:46:42,45.87,190.44,207.7,201.29,179.77,190.14,219.77,222.27,184.79,207.7,219.77,259.34,133.25,263,190.74,220.08,167.25,199.77,185.68,295.42,207.09,185.09,171.3,209.54,79.95,,27,965,36,28.26,
13.11.23 17:46:57,46.12,269.7,200.07,261.34,219.46,245.57,330.19,175.96,204.64,237.18,223.22,201.29,160.36,235.9,225.73,239.43,220.4,295.07,160.36,183.61,170.14,236.54,220.08,203.11,183.31,,27,965,36,28.29,
13.11.23 17:47:12,46.37,246.54,206.47,217.59,180.95,243.95,242,212.63,293.67,264,218.21,202.2,175.67,246.54,194.34,232.07,164.66,195.84,189.25,259.34,178.3,187.46,155.53,185.68,187.16,,27,965,36,28.32,
13.11.23 17:47:27,46.62,275.1,225.1,185.09,145.69,229.21,361.01,242.97,212.32,269.7,235.9,251.76,221.02,246.54,239.1,224.16,220.71,184.49,193.44,217.9,167.54,226.05,126.72,208.01,201.59,,27,965,36,28.33,
13.11.23 17:47:42,46.87,138.75,202.2,193.44,183.9,161.51,203.72,193.44,223.84,221.02,260.67,109.86,160.65,218.52,171.88,259.68,159.79,179.48,194.64,287.77,198.26,147.65,180.36,198.86,122.66,,27,965,36,28.36,
13.11.23 17:47:57,47.12,246.87,208.31,327.99,172.46,245.57,212.93,214.79,193.14,201.9,215.41,275.44,195.54,216.97,218.52,163.22,179.77,166.39,133.53,264.67,172.75,216.97,144.57,214.79,163.51,,27,965,36,28.39,
13.11.23 17:48:12,47.37,227.63,240.07,195.24,185.98,215.1,162.65,205.86,210.47,212.01,199.77,171.59,161.22,199.17,205.56,195.24,190.74,178.89,168.69,236.54,147.65,213.55,221.96,197.35,190.74,,27,965,36,28.4,
13.11.23 17:48:27,47.62,210.77,164.66,206.78,158.08,230.48,226.68,184.79,183.01,226.99,205.56,151.29,124.01,206.17,222.59,215.1,201.59,159.22,197.96,217.28,168.69,190.14,193.44,175.96,174.79,,27,965,36,28.43,
13.11.23 17:48:42,47.87,280.89,208.01,161.51,173.34,142.9,183.9,228.26,63.04,216.97,119.71,233.02,168.69,199.77,216.97,204.03,182.13,167.83,192.24,148.77,194.34,207.39,197.05,235.9,192.84,,27,965,36,28.44,
13.11.23 17:48:57,48.12,256.7,228.26,164.37,192.84,246.54,274.76,210.77,146.81,230.48,218.83,204.33,173.34,236.86,204.64,216.34,199.47,197.65,232.7,220.71,153.55,200.98,163.8,211.08,228.89,,27,965,36,28.47,
13.11.23 17:49:12,48.37,252.75,200.68,210.77,198.26,219.15,184.79,181.24,208.31,223.84,229.21,211.08,178.6,222.27,216.34,222.27,192.84,190.44,190.44,200.07,196.75,230.48,202.5,230.16,209.85,,27,965,36,28.49,
13.11.23 17:49:27,48.62,248.5,229.53,177.13,179.18,231.75,223.84,214.48,200.38,244.92,243.62,224.47,182.13,217.28,206.78,204.33,204.03,189.25,180.07,199.17,185.38,214.48,161.79,221.65,217.59,,27,965,36,28.51,
13.11.23 17:49:42,48.87,183.31,214.48,214.48,202.5,235.58,196.14,205.56,196.45,253.73,226.68,207.09,158.37,241.68,242.33,235.58,260.67,197.35,187.16,223.84,178.6,209.23,184.79,188.95,206.78,,27,965,36,28.54,
13.11.23 17:49:57,49.12,245.24,167.83,152.14,212.93,234.94,240.71,295.77,179.18,208.31,184.49,235.58,194.34,175.38,199.17,204.64,177.42,185.98,195.84,191.64,209.23,271.04,124.55,247.52,209.54,,27,965,36,28.57,
13.11.23 17:50:12,49.37,242,199.77,226.36,200.07,269.7,219.77,199.47,212.32,245.57,228.89,221.33,178.6,247.19,222.9,215.41,189.25,164.66,186.87,220.71,192.24,218.21,173.92,220.08,223.22,,27,965,36,28.58,
13.11.23 17:50:27,49.62,242.97,214.17,202.5,195.24,225.73,228.58,147.37,194.94,233.02,253.08,288.46,131.88,261.67,197.35,178.6,199.17,190.74,191.04,185.09,199.47,208.93,175.96,209.23,265,,27,965,36,28.61,
13.11.23 17:50:42,49.87,234.94,229.84,206.78,113.57,251.76,247.52,180.36,166.39,225.73,217.28,233.34,192.54,223.84,258.02,236.22,141.24,194.64,156.38,221.96,160.08,215.72,185.68,210.16,228.58,,27,965,36,28.63,
13.11.23 17:50:57,50.12,268.35,210.77,216.03,188.65,225.1,215.41,216.03,204.64,240.07,236.22,235.26,176.84,230.8,217.59,205.25,182.72,200.68,186.27,215.72,180.07,213.86,185.98,221.96,215.41,,27,965,36,28.65,
13.11.23 17:51:12,50.37,265.34,215.1,229.53,197.65,229.21,205.25,231.43,217.9,232.07,252.09,267.01,240.07,232.7,314.2,212.93,222.59,204.64,198.86,248.82,178.89,215.72,100.69,265.34,194.64,,27,965,36,28.65,
13.11.23 17:51:27,50.62,257.36,216.65,185.98,175.38,214.48,232.39,206.47,214.79,234.62,248.5,229.84,185.98,233.98,197.65,195.24,205.56,208.93,187.46,217.9,186.57,227.63,143.46,207.7,208.01,,27,965,36,28.68,
13.11.23 17:51:42,50.87,246.87,186.57,208.01,179.18,222.27,206.78,205.25,204.33,242.65,223.84,217.59,180.07,227.94,211.7,202.5,191.94,190.14,180.95,208.93,175.67,212.32,198.86,204.03,184.2,,27,965,36,28.68,
13.11.23 17:51:57,51.12,204.33,178.6,147.09,218.21,221.96,262.33,236.22,197.05,320.7,261.34,210.47,208.93,209.54,212.63,195.84,175.96,270.37,179.77,236.86,192.54,248.5,197.35,216.34,208.62,,27,965,36,28.71,
13.11.23 17:52:12,51.37,233.02,224.16,205.86,173.92,231.43,185.09,200.98,212.63,226.99,237.5,221.02,181.54,253.4,227.94,203.42,204.64,198.56,186.87,226.99,191.64,218.21,178.6,219.46,227.31,,27,965,36,28.72,
13.11.23 17:52:27,51.62,239.75,232.07,199.17,180.07,166.96,235.26,217.28,209.54,227.31,246.87,215.1,189.55,224.79,223.53,200.68,188.35,207.09,198.86,215.41,204.94,221.33,198.56,219.77,225.42,,27,965,36,28.74,
13.11.23 17:52:42,51.87,238.46,251.44,216.65,202.81,273.07,224.47,226.36,224.79,250.78,214.48,258.35,211.08,238.46,247.84,216.65,210.47,215.41,198.56,242.97,186.27,178.01,206.17,236.22,214.79,,27,965,36,28.75,
13.11.23 17:52:57,52.12,266.01,216.97,206.78,188.35,229.53,221.02,207.7,207.39,242.97,224.47,238.46,182.42,233.98,225.42,206.78,189.55,207.39,188.65,228.26,198.26,216.34,199.17,216.03,255.71,,27,965,36,28.76,
13.11.23 17:53:13,52.38,254.39,192.54,211.7,170.43,222.59,235.9,212.63,204.03,222.59,228.26,201.59,157.52,220.71,206.17,202.81,194.04,206.78,192.24,223.53,175.96,211.39,173.63,225.42,195.84,,27,965,36,28.78,
13.11.23 17:53:28,52.63,241.04,235.26,216.03,188.35,219.46,233.34,213.55,203.72,227.63,238.14,224.16,195.24,233.98,225.1,215.41,198.26,208.31,194.34,215.72,189.84,217.59,177.13,213.55,200.98,,27,965,36,28.79,
13.11.23 17:53:43,52.88,266.34,219.15,177.13,179.18,212.32,243.95,198.86,200.07,226.05,247.84,222.27,173.92,236.54,227.31,199.47,193.74,205.25,183.61,211.08,183.61,214.17,175.38,214.17,216.97,,27,965,36,28.8,
13.11.23 17:53:58,53.13,233.66,212.63,205.86,194.04,238.14,237.18,218.52,230.48,237.5,243.95,230.16,186.87,237.18,221.33,199.17,198.26,204.03,186.87,204.33,175.38,211.08,187.16,216.65,243.95,,27,965,36,28.82,
13.11.23 17:54:13,53.38,244.92,230.48,194.04,199.77,243.3,211.39,216.97,212.63,231.75,242.33,212.63,184.49,233.02,221.02,204.64,195.84,202.2,200.38,230.8,181.24,233.34,185.68,224.16,214.48,,27,965,36,28.83,
13.11.23 17:54:28,53.63,260.01,208.62,204.03,196.75,234.94,214.79,201.29,215.1,225.73,219.46,225.42,178.6,229.53,219.46,204.94,191.64,220.4,187.46,216.03,169.27,215.72,185.38,213.86,208.93,,27,965,36,28.86,
13.11.23 17:54:43,53.88,259.34,212.63,215.72,188.95,233.98,255.05,203.72,213.55,238.14,226.05,212.01,169.85,239.75,219.77,204.03,187.16,206.78,189.84,221.02,179.18,228.26,166.67,216.97,206.47,,27,965,36,28.86,
13.11.23 17:54:58,54.13,232.07,207.09,199.77,181.83,187.16,226.05,213.86,202.5,232.07,216.34,222.27,178.3,229.21,223.53,195.24,188.95,209.54,197.65,210.47,187.76,203.42,178.3,214.48,188.95,,27,965,36,28.88,
13.11.23 17:55:13,54.38,247.19,215.72,208.62,193.44,228.58,232.7,203.72,212.63,229.53,231.11,232.07,185.09,234.62,219.77,200.07,195.84,214.79,195.24,216.97,194.64,216.65,198.86,219.77,211.39,,27,965,36,28.89,
13.11.23 17:55:28,54.63,259.68,208.01,216.03,182.72,233.02,237.5,221.65,209.54,257.36,254.72,234.3,177.42,240.71,226.68,204.03,194.34,220.71,190.14,233.02,185.38,215.72,186.87,234.62,221.96,,27,965,36,28.91,
13.11.23 17:55:43,54.88,234.3,221.65,213.55,194.34,217.28,209.85,223.84,201.59,222.59,288.81,233.34,185.38,227.94,224.47,206.47,193.44,199.77,198.86,197.05,200.98,313.48,174.5,220.71,136.27,,27,965,36,28.93,
13.11.23 17:55:58,55.13,245.89,226.05,191.34,195.84,216.34,216.65,207.09,215.41,233.34,218.83,228.26,175.96,241.04,226.99,200.38,189.84,214.48,196.14,210.77,184.2,222.27,178.01,208.62,217.59,,27,965,36,28.93,
13.11.23 17:56:13,55.38,247.84,224.16,212.01,194.64,237.82,235.26,207.7,211.08,235.26,239.1,226.68,174.79,238.14,223.84,221.96,202.5,213.24,186.57,208.93,179.77,237.18,181.83,212.93,216.97,,27,965,36,28.93,
13.11.23 17:56:28,55.63,239.75,208.93,202.5,194.94,224.47,143.46,195.24,216.65,207.39,219.77,239.1,190.74,156.66,255.71,197.35,206.47,235.58,171.3,205.56,185.09,212.01,186.57,226.05,202.81,,27,965,36,28.94,
13.11.23 17:56:43,55.88,263.33,200.98,245.24,170.14,206.78,233.34,233.34,212.93,247.19,240.39,233.34,295.77,241.04,208.01,220.08,179.77,166.1,194.34,279.19,168.98,202.2,191.94,221.65,220.08,,27,965,36,28.96,
13.11.23 17:56:58,56.13,262.33,242.65,190.44,197.65,253.08,243.62,208.31,210.47,235.26,135.17,236.54,169.85,232.07,220.71,195.84,184.49,209.85,171.59,232.07,181.54,217.28,173.04,224.79,212.01,,27,965,36,28.97,
13.11.23 17:57:13,56.38,233.02,180.07,174.5,175.96,241.36,229.84,212.01,191.64,248.17,206.47,230.8,164.66,255.71,196.45,195.54,170.43,208.31,173.92,200.68,168.98,195.54,150.45,189.25,178.89,,27,965,36,28.97,
13.11.23 17:57:28,56.63,259.01,237.18,206.78,180.65,257.69,229.84,213.55,205.56,238.14,242,248.82,220.4,235.26,203.42,202.2,169.56,229.53,184.79,207.39,198.86,246.87,155.53,189.55,211.39,,27,965,36,28.99,
13.11.23 17:57:43,56.88,264,209.85,233.98,248.5,226.99,147.09,233.02,214.17,260.67,318.88,238.14,157.8,235.9,221.96,206.47,163.51,168.4,229.21,205.56,193.44,191.34,242.65,272.39,159.51,,27,965,36,29,
13.11.23 17:57:58,57.13,245.24,204.64,189.55,203.72,260.34,220.4,246.87,236.54,147.09,197.05,245.57,156.1,204.03,190.74,177.42,176.55,213.24,176.84,218.21,176.55,196.75,259.01,224.16,144.02,,27,965,36,29.01,
13.11.23 17:58:13,57.38,259.01,214.17,195.24,187.76,225.42,222.9,206.47,206.47,242.65,237.5,228.89,170.43,237.5,204.64,218.52,183.61,226.68,189.55,223.22,182.42,225.73,173.63,212.01,208.31,,27,965,36,29.03,
13.11.23 17:58:28,57.63,251.11,198.86,216.34,189.55,217.9,206.47,208.62,202.5,216.65,187.46,227.94,175.08,239.43,219.15,201.59,194.34,241.36,190.74,214.79,180.95,222.9,185.98,213.55,202.81,,27,965,36,29.01,
13.11.23 17:58:43,57.88,255.38,223.53,190.74,194.34,223.84,221.65,196.45,198.56,239.75,227.94,222.9,182.42,233.02,206.47,201.9,187.46,220.4,188.95,210.47,192.54,216.34,169.56,209.54,216.97,,27,965,36,29.04,
13.11.23 17:58:58,58.13,251.44,208.01,209.23,195.24,231.43,225.42,184.79,209.54,220.4,229.21,178.3,190.74,238.78,217.59,214.17,183.01,218.83,188.35,217.59,178.3,212.32,169.85,223.22,205.56,,27,965,36,29.03,
13.11.23 17:59:13,58.38,270.71,235.26,180.95,177.72,236.22,229.21,194.64,197.35,241.04,226.68,208.01,197.35,228.26,221.96,203.72,194.64,225.1,180.65,212.32,165.52,223.22,172.75,199.17,194.04,,27,965,36,29.01,
13.11.23 17:59:28,58.63,249.47,214.48,215.41,179.18,221.33,209.85,207.39,212.01,221.02,227.94,235.26,174.5,243.3,194.94,205.25,140.69,233.34,209.54,230.16,188.65,219.77,173.63,214.17,189.25,,27,965,36,29.03,
13.11.23 17:59:43,58.88,240.07,198.26,220.08,186.27,218.83,216.65,194.94,208.31,225.42,234.3,221.33,168.98,237.5,212.01,250.78,193.74,221.96,191.04,234.94,185.09,231.11,179.18,204.94,197.05,,27,965,36,29.03,
13.11.23 17:59:59,59.15,231.43,216.34,197.05,188.95,230.16,244.92,212.93,208.01,238.46,243.95,220.4,176.25,251.44,232.7,216.97,196.75,233.02,210.77,224.79,191.04,229.84,189.55,213.55,215.41,,27,965,36,29.04,
13.11.23 18:00:14,59.4,240.07,224.16,200.68,191.64,213.86,221.02,200.07,204.64,225.1,204.03,243.95,189.25,245.57,212.32,199.47,184.2,229.53,189.84,219.15,193.74,229.21,182.72,207.09,217.9,,27,965,36,29.03,
13.11.23 18:00:29,59.65,258.02,207.09,207.7,207.39,225.42,240.39,204.03,210.47,226.99,251.44,224.79,180.07,238.14,220.71,198.56,188.95,255.71,189.84,209.23,176.25,234.94,193.14,207.09,208.31,,27,965,36,29.04,
13.11.23 18:00:44,59.9,254.39,203.11,200.98,165.81,190.74,210.77,212.32,208.01,312.4,238.46,237.82,199.77,229.53,200.07,204.94,188.65,227.94,188.65,202.81,176.84,253.4,190.14,213.86,207.39,,27,965,36,29.03,
13.11.23 18:00:59,60.15,254.39,196.75,208.01,189.55,219.46,214.17,204.94,196.14,232.39,230.48,221.33,178.3,242,211.08,203.42,181.83,221.02,197.96,201.59,175.96,224.47,183.31,221.33,218.83,,27,965,36,29.04,
13.11.23 18:01:14,60.4,248.17,198.26,203.72,183.01,251.44,224.47,181.24,204.33,211.39,232.07,216.03,171.59,229.84,196.45,206.78,172.75,219.46,185.09,242.65,171.01,239.43,181.83,210.16,197.05,,27,965,36,29.04,
13.11.23 18:01:29,60.65,270.37,213.55,197.05,190.44,242,204.03,226.68,207.39,233.02,221.02,227.31,180.95,242.97,205.86,199.17,187.16,233.34,204.33,191.34,185.38,189.84,187.76,212.63,196.14,,27,965,36,29.03,
13.11.23 18:01:44,60.9,250.13,207.09,170.43,177.42,216.03,240.39,204.64,200.68,230.8,218.52,243.3,123.47,244.59,188.65,193.74,197.65,227.63,197.35,220.08,166.67,224.79,176.55,201.29,205.86,,27,965,36,29.03,
13.11.23 18:01:59,61.15,250.13,217.59,206.47,191.04,226.68,223.53,211.39,197.65,217.28,222.59,222.27,182.72,248.17,216.65,213.86,182.13,233.98,182.72,215.41,172.75,232.07,179.48,216.97,196.45,,27,965,36,29.01,
13.11.23 18:02:14,61.4,245.89,219.77,193.44,189.84,232.39,221.96,206.47,205.86,217.59,223.84,236.86,181.83,243.95,213.86,199.47,176.84,223.84,193.44,220.08,167.83,230.48,174.79,206.17,190.14,,27,965,36,29.01,
13.11.23 18:02:29,61.65,250.78,218.52,176.84,178.3,225.42,213.55,194.34,202.2,224.79,237.5,233.98,172.17,251.76,217.28,199.77,191.04,227.63,195.84,220.08,176.55,207.09,178.01,234.3,210.77,,27,965,36,29.01,
13.11.23 18:02:44,61.9,245.89,216.97,191.64,182.72,216.65,205.25,203.11,223.53,225.73,228.89,217.9,194.64,244.59,196.75,199.77,192.84,229.21,194.34,221.65,182.13,226.68,176.25,206.17,207.39,,27,965,36,29.01,
13.11.23 18:02:59,62.15,239.43,200.68,204.94,178.89,226.36,207.7,200.07,204.94,235.58,235.26,233.34,171.3,245.89,226.99,194.04,198.26,231.11,188.35,223.53,166.96,230.8,159.79,209.23,207.09,,27,965,36,29,
13.11.23 18:03:14,62.4,242.97,192.84,199.77,185.38,213.24,223.53,194.34,201.29,241.68,225.73,205.86,173.34,247.19,213.86,201.9,184.79,228.89,190.14,217.9,168.69,247.84,175.38,198.56,213.24,,27,965,36,29,
13.11.23 18:03:29,62.65,256.37,208.31,207.39,175.96,230.8,237.18,211.39,211.08,226.05,232.39,230.8,189.25,257.69,223.84,203.72,194.64,231.11,197.35,216.34,176.25,240.07,172.46,214.17,210.16,,27,965,36,28.99,
13.11.23 18:03:44,62.9,249.8,215.72,174.79,177.72,208.62,220.4,188.95,203.42,243.3,229.84,225.1,169.85,242.65,214.48,194.94,180.07,221.33,185.98,206.17,173.34,233.98,168.98,200.38,195.24,,27,965,36,28.97,
